App,Sentiment_Subjectivity,Sentiment_Polarity,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Current Ver 1,Current Ver 2,Current Ver 3,Current Ver 4,Current Ver 5,Current Ver 6,Android Ver 1,Android Ver 2,Android Ver 3,Android Ver 4,Android Ver 5
15,15,0.11562063492063489,0.05622870370370369,14,3.8,4257,17708452.45098039,5,0,0.0,1,10,1526184000.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
16,16,0.1337238455988456,0.040348800505050506,23,4.6,7583,3800000.0,5,0,0.0,2,47,1530676800.0,2.6.2.1,4.0.3 and up,2,6,2,1,0,0,4,0,3,0,0
17,17,0.11343171296296295,0.06493402777777779,15,4.2,13799,17708452.45098039,5,0,0.0,4,37,1533009600.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
18,18,0.13504563492063493,0.04261755952380952,18,4.5,3346,14000000.0,4,0,0.0,4,40,1488949200.0,3.6.3,4.0.3 and up,3,6,3,0,0,0,4,0,3,0,0
19,19,0.17084325396825398,0.11282638888888888,15,4.5,399009,17708452.45098039,8,0,0.0,1,37,1528430400.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
20,20,0.1741143249111999,0.04998704767454769,25,4.4,6011,4300000.0,5,0,0.0,1,49,1450501200.0,3.2.1,4.1 and up,3,2,1,0,0,0,4,1,0,0,0
21,21,0.35868676794766075,0.000913965227291581,14,4.5,14198297,52000000.0,10,0,0.0,1,64,1533009600.0,4.0.0,4.0.3 and up,4,0,0,0,0,0,4,0,3,0,0
22,22,0.6751097540852007,0.5292882543547723,28,4.6,539,17708452.45098039,2,0,0.0,1,64,1471924800.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
23,23,0.5079160520549408,0.2516210292408209,15,4.6,115721,67000000.0,8,0,0.0,1,37,1531281600.0,3.5.0,5.0 and up,3,5,0,0,0,0,5,0,0,0,0
24,24,0.444529292929293,0.06727727272727275,7,4.1,4953,15000000.0,6,0,0.0,4,23,1533096000.0,8.7.2,4.2 and up,8,7,2,0,0,0,4,2,0,0,0
25,25,0.2795398741883117,0.0035248917748917858,11,3.9,3720,11000000.0,6,0,0.0,1,31,1480827600.0,4.2.3,4.0.3 and up,4,2,3,0,0,0,4,0,3,0,0
26,26,0.0,0.0,20,3.5,214,68000000.0,0,1,33.99,1,42,1506916800.0,2.1.35,4.0 and up,2,1,35,0,0,0,4,0,0,0,0
27,27,0.0669034090909091,0.02772727272727273,11,3.7,2398,2900000.0,5,0,0.0,1,24,1483592400.0,5.8,4.0 and up,5,8,0,0,0,0,4,0,0,0,0
28,28,0.15689670138888892,0.11206281565656566,9,4.0,29706,19000000.0,6,0,0.0,4,31,1531713600.0,3.1.4,4.4 and up,3,1,4,0,0,0,4,4,0,0,0
29,29,0.1651768140589569,0.0856141156462585,24,4.5,223941,17708452.45098039,8,0,0.0,1,48,1533528000.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
30,30,0.43907503968253975,0.27685750000000003,12,3.9,730,6300000.0,2,0,0.0,1,35,1529985600.0,5.4.4,4.4 and up,5,4,4,0,0,0,4,4,0,0,0
31,31,0.47136147186147187,0.3401874098124098,11,4.5,36606,17708452.45098039,8,0,0.0,1,29,1529640000.0,Varies with device,4.0 and up,0,0,0,0,0,0,4,0,0,0,0
32,32,0.3597731782106782,-0.03706660917207793,21,4.0,18976,35000000.0,6,0,0.0,2,43,1528257600.0,3.19.11,5.0 and up,3,19,11,0,0,0,5,0,0,0,0
33,33,0.3806736111111111,0.19872439236111109,8,3.8,27572,25000000.0,7,0,0.0,1,25,1508904000.0,3.0,2.3 and up,3,0,0,0,0,0,2,3,0,0,0
34,34,0.4714657738095238,0.16425347222222225,11,4.3,50887,91000000.0,7,0,0.0,1,25,1530590400.0,7.2.0,4.4 and up,7,2,0,0,0,0,4,4,0,0,0
35,35,0.4236288480038481,0.08611448187229435,21,4.2,23292,14000000.0,6,0,0.0,2,43,1527134400.0,3.1.12,4.1 and up,3,1,12,0,0,0,4,1,0,0,0
36,36,0.3651362433862434,0.20804100529100528,12,4.1,2898,45000000.0,4,0,0.0,1,35,1525838400.0,4.10.0,4.4 and up,4,10,0,0,0,0,4,4,0,0,0
37,37,0.2212578689498333,0.07686623049569478,21,3.7,10369,17708452.45098039,6,0,0.0,1,43,1532750400.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
38,38,0.0,0.0,4,4.3,85185,29000000.0,7,0,0.0,1,13,1531800000.0,3.4.2,5.0 and up,3,4,2,0,0,0,5,0,0,0,0
39,39,0.0,0.0,23,4.3,181399,17708452.45098039,8,0,0.0,1,47,1512709200.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
40,40,0.08672916666666666,0.020354166666666663,9,4.3,44550,72000000.0,6,0,0.0,1,31,1531886400.0,6.18.3,5.0 and up,6,18,3,0,0,0,5,0,0,0,0
41,41,0.32879611592111596,0.0760501443001443,21,4.1,62465,17708452.45098039,7,0,0.0,2,43,1533182400.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
42,42,0.42426828437765945,0.1756043233386983,21,4.5,76677,4600000.0,6,0,0.0,2,43,1495684800.0,4.4.3,4.0 and up,4,4,3,0,0,0,4,0,0,0,0
43,43,0.41798611111111106,0.3566666666666666,32,4.3,20008,9100000.0,7,0,0.0,1,72,1530590400.0,7.1.34.28,5.0 and up,7,1,34,28,0,0,5,0,0,0,0
44,44,0.4018750000000001,0.3467916666666667,23,4.5,5783441,14000000.0,10,0,0.0,1,47,1533528000.0,3.9.7,4.0.3 and up,3,9,7,0,0,0,4,0,3,0,0
45,45,0.3616401515151514,0.19283901515151516,21,4.4,2959,9800000.0,6,0,0.0,1,43,1533355200.0,7.5.0,4.1 and up,7,5,0,0,0,0,4,1,0,0,0
46,46,0.44059375,0.20691193181818185,21,4.4,1071,9700000.0,5,0,0.0,1,43,1532491200.0,5.8.0,4.1 and up,5,8,0,0,0,0,4,1,0,0,0
47,47,0.48378373015873033,0.26145622519841266,26,4.7,181798,22000000.0,8,0,0.0,1,58,1532923200.0,4.4.9,4.4 and up,4,4,9,0,0,0,4,4,0,0,0
48,48,0.24919773629148628,0.037898358585858584,25,4.2,102451,17708452.45098039,8,0,0.0,1,49,1521086400.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
49,49,0.06645833333333333,0.011458333333333333,23,4.4,43960,9800000.0,8,0,0.0,1,47,1512104400.0,2.0.0.39_171124,5.0 and up,0,0,0,0,0,0,5,0,0,0,0
50,50,0.0,0.0,24,4.3,125259,17708452.45098039,9,0,0.0,1,48,1533182400.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
51,51,0.01666666666666667,0.0014583333333333332,25,4.5,23089,1600000.0,8,0,0.0,1,49,1523419200.0,1.10.0.33_180403,5.0 - 8.0,0,0,0,0,0,0,0,0,0,0,0
52,52,0.23811904761904765,0.20670833333333336,29,4.5,34126,17708452.45098039,8,0,0.0,1,67,1531454400.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
53,53,0.2786670274170274,0.11085506854256852,25,4.5,26559,17708452.45098039,8,0,0.0,1,49,1492142400.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
54,54,0.29883347505668933,0.051693199936224496,30,3.6,32862,14000000.0,8,0,0.0,1,68,1481000400.0,5.10.6.2.8466393,4.1 and up,5,10,6,2,8466393,0,4,1,0,0,0
55,55,0.2164325119325119,0.09477435064935065,29,3.9,18513,6100000.0,8,0,0.0,1,67,1524715200.0,3.2,4.1 and up,3,2,0,0,0,0,4,1,0,0,0
56,56,0.282871167027417,0.01873471320346321,6,3.7,13761,17708452.45098039,8,0,0.0,1,22,1530072000.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
57,57,0.5096430555555557,0.23945575396825394,25,4.4,1188154,24000000.0,8,0,0.0,1,49,1528948800.0,4.6.4,4.1 and up,4,6,4,0,0,0,4,1,0,0,0
58,58,0.4022181776556777,0.19567694100604255,15,4.7,2071,6900000.0,4,0,0.0,1,37,1532404800.0,1.0.12,4.1 and up,1,0,12,0,0,0,4,1,0,0,0
59,59,0.37658419011544014,-0.07229904232052671,29,4.1,76604,17708452.45098039,10,0,0.0,1,67,1469592000.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
60,60,0.46362797619047624,0.39818973214285713,4,4.5,3079,8500000.0,4,0,0.0,1,13,1533182400.0,5.20.7,4.1 and up,5,20,7,0,0,0,4,1,0,0,0
61,61,0.3949651685120436,0.16057864780618686,32,4.4,2053404,17708452.45098039,9,0,0.0,1,72,1533528000.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
62,62,0.2915467171717172,0.049483574585137094,9,3.0,493,23000000.0,3,0,0.0,1,31,1529035200.0,2.0.0,4.4 and up,2,0,0,0,0,0,4,4,0,0,0
63,63,0.012743055555555554,0.002916666666666667,12,4.3,45957,17708452.45098039,6,0,0.0,1,35,1533009600.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
64,64,0.0,0.0,20,4.5,492,39000000.0,2,1,7.99,1,42,1523592000.0,4.4.5,4.1 and up,4,4,5,0,0,0,4,1,0,0,0
65,65,0.16979292929292927,0.12177746212121213,4,4.1,7149,11000000.0,6,0,0.0,1,13,1533009600.0,2.6.158,4.0 and up,2,6,158,0,0,0,4,0,0,0,0
66,66,0.43739107142857153,0.23881433066716268,20,4.7,87418,14000000.0,6,0,0.0,1,42,1531713600.0,2.25.0,4.4 and up,2,25,0,0,0,0,4,4,0,0,0
67,67,0.3406482884399551,0.19524776034151037,24,4.1,21578,1600000.0,6,0,0.0,1,48,1504843200.0,1.1.3,2.3 and up,1,1,3,0,0,0,2,3,0,0,0
68,68,0.43844258557800225,0.13955549668310083,25,4.3,3016297,17708452.45098039,10,0,0.0,1,49,1523937600.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
69,69,0.25539479392135644,0.09732896148989902,24,4.2,914804,17708452.45098039,9,0,0.0,1,48,1532232000.0,5.0.508,4.4 and up,5,0,508,0,0,0,4,4,0,0,0
70,70,0.0,0.0,7,3.3,1601,3800000.0,5,0,0.0,3,23,1485925200.0,1.5,4.1 and up,1,5,0,0,0,0,4,1,0,0,0
71,71,0.0,0.0,9,4.3,8918,17708452.45098039,6,0,0.0,1,32,1532145600.0,1.7,4.4 and up,1,7,0,0,0,0,4,4,0,0,0
72,72,0.1638010912698413,0.052069320436507936,25,4.4,577059,1500000.0,9,0,0.0,1,49,1470542400.0,2.2.1B216,2.3.3 and up,0,0,0,0,0,0,2,3,3,0,0
73,73,0.312616730954231,-0.04120951869889371,14,4.2,3816799,32000000.0,10,0,0.0,1,0,1532318400.0,2.2.8,4.0.3 and up,2,2,8,0,0,0,4,0,3,0,0
74,74,0.4824186958874459,0.10510642135642137,29,4.4,24265,3300000.0,6,0,0.0,1,67,1500955200.0,4.0.6,4.0.3 and up,4,0,6,0,0,0,4,0,3,0,0
75,75,0.5288214285714288,0.41958928571428566,30,4.6,263525,17708452.45098039,8,0,0.0,1,68,1533355200.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
76,76,0.2672832341269841,0.16205241026334777,19,4.3,14110,6800000.0,6,0,0.0,1,41,1532404800.0,4.3,5.0 and up,4,3,0,0,0,0,5,0,0,0,0
77,77,0.22698989898989894,-0.05439330808080807,30,3.9,98585,37000000.0,8,0,0.0,1,68,1531713600.0,5.0.4,4.4 and up,5,0,4,0,0,0,4,4,0,0,0
78,78,0.25570244215110294,0.05580234557522503,30,4.4,359403,17708452.45098039,8,0,0.0,1,68,1533182400.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
79,79,0.2334930555555556,0.049106646825396824,30,4.2,6762,8500000.0,6,0,0.0,1,68,1436846400.0,8.0,4.0 and up,8,0,0,0,0,0,4,0,0,0,0
80,80,0.4807739898989899,0.21541835345643942,20,4.3,123,86000000.0,2,0,0.0,1,42,1527825600.0,0.6.88,5.0 and up,0,6,88,0,0,0,5,0,0,0,0
81,81,0.4705352558982023,-0.014153945185854371,11,4.3,1805398,55000000.0,9,0,0.0,4,31,1528689600.0,6.5.2,4.4 and up,6,5,2,0,0,0,4,4,0,0,0
82,82,0.4022624007936508,0.23941240530303035,3,4.6,90468,5900000.0,7,0,0.0,1,12,1527393600.0,1.911805270,2.3 and up,1,911805270,0,0,0,0,2,3,0,0,0
83,83,0.3346849672318422,0.15720055465367969,29,4.3,114788,17708452.45098039,7,0,0.0,1,67,1516597200.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
84,84,0.30331429086786227,0.13239750874125875,29,4.0,59973,11000000.0,8,0,0.0,1,67,1521172800.0,1.2.5,4.0 and up,1,2,5,0,0,0,4,0,0,0,0
85,85,0.3569045454545455,0.2531806818181819,16,4.5,103305,17708452.45098039,7,0,0.0,1,38,1533009600.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
86,86,0.23166235870610877,0.01439270457551708,26,4.6,5916606,17708452.45098039,10,0,0.0,4,58,1533528000.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
87,87,0.07583333333333334,0.026874999999999993,6,4.1,20901,7300000.0,6,0,0.0,1,22,1522728000.0,5.0.9,4.1 and up,5,0,9,0,0,0,4,1,0,0,0
88,88,0.3511381673881674,0.3142873376623377,10,4.0,3782,9500000.0,4,0,0.0,1,34,1528776000.0,8.4,4.0.3 and up,8,4,0,0,0,0,4,0,3,0,0
89,89,0.40843091630591627,0.3456506358225109,28,4.6,152867,17000000.0,8,0,0.0,1,64,1533268800.0,3.0.5,4.1 and up,3,0,5,0,0,0,4,1,0,0,0
90,90,0.46262500000000006,0.47386363636363626,28,4.6,1981,10000000.0,4,0,0.0,1,64,1529553600.0,2.9.9go,4.1 and up,0,0,0,0,0,0,4,1,0,0,0
91,91,0.4162743506493506,0.29458766233766226,3,4.4,30105,2100000.0,6,0,0.0,1,12,1532836800.0,1.15,4.0.3 and up,1,15,0,0,0,0,4,0,3,0,0
92,92,0.3479588293650794,0.2925751488095238,3,4.4,2709,6800000.0,6,0,0.0,1,12,1531281600.0,1.9,4.4 and up,1,9,0,0,0,0,4,4,0,0,0
93,93,0.34358506944444445,0.1613645017182614,20,4.5,453,11000000.0,4,0,0.0,1,42,1499400000.0,1.1,4.0.3 and up,1,1,0,0,0,0,4,0,3,0,0
94,94,0.4367471851065602,-0.0904487058080808,27,4.2,22492,1500000.0,6,0,0.0,1,63,1526875200.0,2.4.12,4.0 and up,2,4,12,0,0,0,4,0,0,0,0
95,95,0.4604722222222223,0.3252777777777778,31,4.3,7557,5600000.0,6,0,0.0,1,70,1532491200.0,1.0.1,4.4 and up,1,0,1,0,0,0,4,4,0,0,0
96,96,0.30013395863395864,0.14703430134680134,25,4.7,536926,17708452.45098039,8,0,0.0,1,49,1533441600.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
97,97,0.015,0.0125,11,4.5,566,17000000.0,3,0,0.0,1,11,1528862400.0,20180609,4.0 and up,20180609,0,0,0,0,0,4,0,0,0,0
98,98,0.0,0.0,15,4.3,16943,32000000.0,6,0,0.0,1,37,1532923200.0,8.8.14,4.4 and up,8,8,14,0,0,0,4,4,0,0,0
99,99,0.017499999999999998,0.017499999999999998,30,3.1,5572,21000000.0,6,0,0.0,1,68,1531368000.0,5.16.1,4.4 and up,5,16,1,0,0,0,4,4,0,0,0
100,100,0.2762964917027417,0.12967478354978357,13,4.5,61881,17708452.45098039,7,0,0.0,1,36,1523332800.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
101,101,0.4603652365212759,0.034848574099755024,14,4.6,515657,63000000.0,8,0,0.0,1,0,1528171200.0,1.7.1,4.0 and up,1,7,1,0,0,0,4,0,0,0,0
102,102,0.4260391369047619,0.11686427873883927,25,4.4,18669,4099999.9999999995,6,0,0.0,1,49,1515387600.0,1.9.1.147.0-google,4.2 and up,0,0,0,0,0,0,4,2,0,0,0
103,103,0.444572243932538,0.29971797157091273,22,4.2,2715,24000000.0,5,0,0.0,1,46,1532404800.0,FreeTimeApp-aosp_v3.14_Build-1.0.204367.0.13014,5.0 and up,0,0,0,0,0,0,5,0,0,0,0
104,104,0.3845267579942903,0.054481774676554504,3,4.2,814080,17708452.45098039,10,0,0.0,4,12,1532664000.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
105,105,0.02777777777777778,0.02305555555555556,9,4.2,411683,24000000.0,9,0,0.0,4,31,1533182400.0,3.0.231.18141,4.1 and up,3,0,231,18141,0,0,4,1,0,0,0
106,106,0.11560947341899722,0.04550564662593432,26,4.3,909226,42000000.0,10,0,0.0,4,58,1533009600.0,16.14.0.100,4.4 and up,16,14,0,100,0,0,4,4,0,0,0
107,107,0.18559532828282826,0.05056802398989898,26,4.0,141613,22000000.0,8,0,0.0,4,58,1533009600.0,16.14.0.850,4.4 and up,16,14,0,850,0,0,4,4,0,0,0
108,108,0.2600016384078883,-0.040654427459114954,30,3.7,16980,17708452.45098039,7,0,0.0,1,68,1531886400.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
109,109,0.3759311207311207,0.15809969336219337,12,4.3,24729,32000000.0,6,0,0.0,1,35,1533268800.0,6.7.0,5.0 and up,6,7,0,0,0,0,5,0,0,0,0
110,110,0.4703441097915291,0.041640903807574445,27,4.8,1259075,62000000.0,8,0,0.0,4,63,1532059200.0,1.8.19179,4.0.3 and up,1,8,19179,0,0,0,4,0,3,0,0
111,111,0.360015058106576,-0.027577139378478673,30,3.7,16815,28000000.0,6,0,0.0,1,68,1531627200.0,3.1.3,5.0 and up,3,1,3,0,0,0,5,0,0,0,0
112,112,0.4399494498556999,0.20387920499639253,20,4.5,72167,16000000.0,6,0,0.0,1,42,1531886400.0,2.0,4.1 and up,2,0,0,0,0,0,4,1,0,0,0
113,113,0.4774177403284545,0.25218303155384636,3,4.3,64513,17708452.45098039,7,0,0.0,1,12,1533009600.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
114,114,0.38041766774891783,0.11439030032467534,25,4.2,277794,17708452.45098039,8,0,0.0,1,49,1481086800.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
115,115,0.42217620934510813,0.22303903565845537,1,4.2,271920,16000000.0,8,0,0.0,4,8,1531281600.0,Varies with device,5.0 and up,0,0,0,0,0,0,5,0,0,0,0
116,116,0.27585361050986046,0.03852581643255472,6,4.2,781810,17708452.45098039,10,0,0.0,1,22,1533096000.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
117,117,0.015083333333333332,0.003583333333333333,14,4.5,549039,23000000.0,9,0,0.0,4,0,1533268800.0,1.1.5,2.3 and up,1,1,5,0,0,0,2,3,0,0,0
118,118,0.3597735909923411,0.0016545948264698272,14,4.6,3883589,57000000.0,10,0,0.0,1,15,1532577600.0,2.21.1,4.1 and up,2,21,1,0,0,0,4,1,0,0,0
119,119,0.4563248460195618,-0.006430339908252333,14,4.4,5566669,97000000.0,10,0,0.0,1,3,1527134400.0,7.9.3,4.1 and up,7,9,3,0,0,0,4,1,0,0,0
120,120,0.15324403473510617,-0.012650381990969798,14,4.4,2610526,46000000.0,10,0,0.0,1,3,1530590400.0,2.6.9,4.1 and up,2,6,9,0,0,0,4,1,0,0,0
121,121,0.0,0.0,11,4.6,361970,58000000.0,7,0,0.0,1,20,1533182400.0,28.0.14,4.1 and up,28,0,14,0,0,0,4,1,0,0,0
122,122,0.2382118055555556,0.14362500000000003,9,4.2,2442,9600000.0,4,0,0.0,4,31,1532404800.0,2.9.4,4.1 and up,2,9,4,0,0,0,4,1,0,0,0
123,123,0.47806944444444455,0.25537499999999996,0,4.1,203,6100000.0,4,0,0.0,1,5,1521604800.0,1.03,4.0.3 and up,1,3,0,0,0,0,4,0,3,0,0
124,124,0.41523880385487527,0.14151040056173986,18,4.2,10944,36000000.0,6,0,0.0,1,40,1529035200.0,2.0,4.1 and up,2,0,0,0,0,0,4,1,0,0,0
125,125,0.3042708333333333,0.21659446022727274,0,4.5,5035,11000000.0,4,0,0.0,1,5,1531972800.0,2.20,4.0 and up,2,20,0,0,0,0,4,0,0,0,0
126,126,0.3128417681855181,-0.07148156791125543,20,2.7,2657,24000000.0,5,0,0.0,1,42,1532664000.0,8.0.226,4.4 and up,8,0,226,0,0,0,4,4,0,0,0
127,127,0.28511904761904766,-0.09550595238095239,20,2.6,496,24000000.0,4,0,0.0,1,42,1532664000.0,8.0.226,4.4 and up,8,0,226,0,0,0,4,4,0,0,0
128,128,0.24502338578529054,0.11762049140784263,25,4.5,298843,17708452.45098039,8,0,0.0,1,49,1533441600.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
129,129,0.005,0.006125,16,3.9,1478,5700000.0,4,0,0.0,1,38,1426219200.0,1.2,3.0 and up,1,2,0,0,0,0,3,0,0,0,0
130,130,0.3413172398589065,0.27402343749999997,16,4.5,8481,7500000.0,6,0,0.0,1,38,1533268800.0,2.1.0,5.0 and up,2,1,0,0,0,0,5,0,0,0,0
131,131,0.3020449134199134,-0.002333062770562761,16,3.9,10117,13000000.0,6,0,0.0,1,38,1530244800.0,3.6,4.0.3 and up,3,6,0,0,0,0,4,0,3,0,0
132,132,0.25460177669552675,0.1611454274891775,16,4.2,27386,17708452.45098039,6,0,0.0,1,38,1529553600.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
133,133,0.3561335678210679,0.06244763483044733,16,4.3,22584,16000000.0,6,0,0.0,1,38,1531713600.0,4.7.13,4.4 and up,4,7,13,0,0,0,4,4,0,0,0
134,134,0.35112531565656563,0.07959956146284271,23,4.3,266401,17708452.45098039,8,0,0.0,1,47,1533355200.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
135,135,0.3295373376623376,0.13089393939393937,17,3.8,7750,292000.0,6,0,0.0,1,39,1309320000.0,1.0,1.6 and up,1,0,0,0,0,0,1,6,0,0,0
136,136,0.12499289772727273,-0.011427952621922349,29,3.4,25094,17708452.45098039,8,0,0.0,1,67,1531886400.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
137,137,0.1624809704184704,0.005275838744588745,29,4.4,4931562,17708452.45098039,10,0,0.0,1,67,1528689600.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
138,138,0.2680543906325156,0.09972126924001924,29,4.4,745245,3500000.0,8,0,0.0,1,67,1523592000.0,7.2.0,2.3 and up,7,2,0,0,0,0,2,3,0,0,0
139,139,0.3769204545454546,0.08935425685425688,25,4.0,2131,2300000.0,7,0,0.0,1,49,1461297600.0,4.1.4,4.1 and up,4,1,4,0,0,0,4,1,0,0,0
140,140,0.4338115079365078,0.07670126488095237,14,4.5,343263,17708452.45098039,8,0,0.0,2,0,1533528000.0,1.2.6,4.0.3 and up,1,2,6,0,0,0,4,0,3,0,0
141,141,0.2809873916422629,0.12397193640713863,4,4.3,20815,10000000.0,6,0,0.0,1,13,1532577600.0,6.4.4,5.0 and up,6,4,4,0,0,0,5,0,0,0,0
142,142,0.22531249999999997,0.06793402777777778,30,4.1,890,7600000.0,4,0,0.0,1,69,1502251200.0,4.0.38,4.4 and up,4,0,38,0,0,0,4,4,0,0,0
143,143,0.37488703997783696,0.003248799829849287,14,4.5,8389714,92000000.0,10,0,0.0,4,53,1530676800.0,3.7.1a,4.0.3 and up,0,0,0,0,0,0,4,0,3,0,0
144,144,0.48959300595238087,0.33958122519841266,12,4.7,3290,12000000.0,3,0,0.0,1,35,1527652800.0,5.9.1.0,5.0 and up,5,9,1,0,0,0,5,0,0,0,0
145,145,0.3737959546766365,0.19648140803325465,23,4.1,157495,6400000.0,8,0,0.0,1,47,1532404800.0,4.0.0.7,4.4 and up,4,0,0,7,0,0,4,4,0,0,0
146,146,0.35821453373015866,0.25036577831890333,19,4.2,22063,17708452.45098039,6,0,0.0,1,41,1533009600.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
147,147,0.438492987914863,0.10764107593795094,25,4.2,145088,24000000.0,8,0,0.0,1,49,1532318400.0,4.5.19,4.4 and up,4,5,19,0,0,0,4,4,0,0,0
148,148,0.2065952380952381,0.15427202380952382,1,4.6,13372,17708452.45098039,6,0,0.0,1,8,1533268800.0,Varies with device,Varies with device,0,0,0,0,0,0,0,0,0,0,0
149,149,0.3486750827425339,0.055792824836899506,11,4.4,1275373,91000000.0,8,0,0.0,4,55,1530590400.0,1.021.10,4.1 and up,1,21,10,0,0,0,4,1,0,0,0
